Job Title,Company,Location,Link
Turbomachinery Engineer Redondo Beach Department Propulsion Engineering Employment Type,Impulsespace,"Redondo Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZlhwNVhYbmczVVB3Rms5REdVZTZTaFc5MFBxdlB2RlJ2X014SXRsRlZUNFBPNDVtTDJ0NEtKZ0VGekRiMWZVRUFKbDJiZVRyWGNQSXVLVXlHMl81RzlfR0JCaWcxZmtKNHJHZmhDMDlLWnFfNjBPM2RJdXd6ZXcxRmEzQmRzakZONHA4ZWRLTjlJUF9kU1FGdTdIMzN4VVkxN3RldnpxMEhwMEd5U3RES1VEZ0xhX1RBTzZzN25ITEU3WC1rU2w5MkZtb1dSQ0J3M1hvbDV5b3VxMHZscmFyOWhmeXJXXzZ0czEtcnZjUzB6QUYwMzhySmwzNjVDdGotMGJqN0lsblhFS0pWaTNGMmlmWEU1S3BGQmhvTkpMSDBoTWdPUGo4YkwtTkw4eHMzQXk4WXpISzVuWDMwUWoxdVBmcWNvZVlocW9WeWYzbVVNdU5NNnJWMUkxTEVNU3otdXdLUHJOM0dSV1J1SnlINGtRa2FrRnFreElJcENhdUwyMGFkQ05UV3ZOMWFkZFpXa0hhSkJvWm1PN2NGbE44SWJxeG1zLTJKZXJUV0JDMk12NEJjSkllVDh0a0pUWmRWdXlhOVNKOFRuRmxnRjdqWF9PZ2llakJGYVp1ZUxxWWpVckNXS2p3ZWdxQ2Nha1lDLUY2WlQ4OTNTaVJ6Rm9rNndTaU1Hand1MFNpaWsSF2xUZmtaOEdaSXNxajVOb1B0T3ZIb0FzGiJBQ0RYTDRuM3M4RjlfWHJKYXBDa012bi15S2dSa29MNDNB&fcv=3&vet=12ahUKEwiBuJeJoaiMAxXKEVkFHbT1EbQQw40IegQIDBAB..i&ei=lTfkZ8GZIsqj5NoPtOvHoAs&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3D63HG4StEj2wNplzOAAAAAA%3D%3D&vssid=jobs-detail-viewer
Aerospace Systems Engineer,Impulse Space,"Mojave, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZlhwNVhYbmczVVB3Rms5REdVZTZTaFc5MFBxdlB2RlJ2X014SXRsRlZUNFBPNDVtTDJ0NEtKZ0VGekRiMWZVRUFKbDJiZVRyWGNQSXVLVXlHMl81RzlfR0JCaWcxZmtKNHJHZmhDMDlLWnFfNjBPM2RJdXd6ZXcxRmEzQmRzakZONHA4ZWRLTjlJUF9kU1FGdTdIMzN4VVkxN3RldnpxMEhwMEd5U3RES1VEZ0xhX1RBTzZzN25ITEU3WC1rU2w5MkZtb1dSQ0J3M1hvbDV5b3VxMHZscmFyOWhmeXJXXzZ0czEtcnZjUzB6QUYwMzhySmwzNjVDdGotMGJqN0lsblhFS0pWaTNGMmlmWEU1S3BGQmhvTkpMSDBoTWdPUGo4YkwtTkw4eHMzQXk4WXpISzVuWDMwUWoxdVBmcWNvZVlocW9WeWYzbVVNdU5NNnJWMUkxTEVNU3otdXdLUHJOM0dSV1J1SnlINGtRa2FrRnFreElJcENhdUwyMGFkQ05UV3ZOMWFkZFpXa0hhSkJvWm1PN2NGbE44SWJxeG1zLTJKZXJUV0JDMk12NEJjSkllVDh0a0pUWmRWdXlhOVNKOFRuRmxnRjdqWF9PZ2llakJGYVp1ZUxxWWpVckNXS2p3ZWdxQ2Nha1lDLUY2WlQ4OTNTaVJ6Rm9rNndTaU1Hand1MFNpaWsSF2xUZmtaOEdaSXNxajVOb1B0T3ZIb0FzGiJBQ0RYTDRuM3M4RjlfWHJKYXBDa012bi15S2dSa29MNDNB&fcv=3&vet=12ahUKEwiBuJeJoaiMAxXKEVkFHbT1EbQQw40IegQIDBAB..i&ei=lTfkZ8GZIsqj5NoPtOvHoAs&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DFJX5Qwon1VT2bj-dAAAAAA%3D%3D&vssid=jobs-detail-viewer
Controls Systems Designer,Impulse Space,"Redondo Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZlhwNVhYbmczVVB3Rms5REdVZTZTaFc5MFBxdlB2RlJ2X014SXRsRlZUNFBPNDVtTDJ0NEtKZ0VGekRiMWZVRUFKbDJiZVRyWGNQSXVLVXlHMl81RzlfR0JCaWcxZmtKNHJHZmhDMDlLWnFfNjBPM2RJdXd6ZXcxRmEzQmRzakZONHA4ZWRLTjlJUF9kU1FGdTdIMzN4VVkxN3RldnpxMEhwMEd5U3RES1VEZ0xhX1RBTzZzN25ITEU3WC1rU2w5MkZtb1dSQ0J3M1hvbDV5b3VxMHZscmFyOWhmeXJXXzZ0czEtcnZjUzB6QUYwMzhySmwzNjVDdGotMGJqN0lsblhFS0pWaTNGMmlmWEU1S3BGQmhvTkpMSDBoTWdPUGo4YkwtTkw4eHMzQXk4WXpISzVuWDMwUWoxdVBmcWNvZVlocW9WeWYzbVVNdU5NNnJWMUkxTEVNU3otdXdLUHJOM0dSV1J1SnlINGtRa2FrRnFreElJcENhdUwyMGFkQ05UV3ZOMWFkZFpXa0hhSkJvWm1PN2NGbE44SWJxeG1zLTJKZXJUV0JDMk12NEJjSkllVDh0a0pUWmRWdXlhOVNKOFRuRmxnRjdqWF9PZ2llakJGYVp1ZUxxWWpVckNXS2p3ZWdxQ2Nha1lDLUY2WlQ4OTNTaVJ6Rm9rNndTaU1Hand1MFNpaWsSF2xUZmtaOEdaSXNxajVOb1B0T3ZIb0FzGiJBQ0RYTDRuM3M4RjlfWHJKYXBDa012bi15S2dSa29MNDNB&fcv=3&vet=12ahUKEwiBuJeJoaiMAxXKEVkFHbT1EbQQw40IegQIDBAB..i&ei=lTfkZ8GZIsqj5NoPtOvHoAs&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3D2LRz8yM2xCnjWpsoAAAAAA%3D%3D&vssid=jobs-detail-viewer
Spacecraft Electronics Designer,Impulse Space,"Redondo Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZEQ0MnZfZHgxX1lsQTRQZzlWSjFjTjJLMHY5SDhwYkVxd090UjRFLVFVWE90VFpna3FWd2hfNFhRLW9jdldjVnAtUHpESFpGVUxHbEVLSnh3Z0xIWTl1RmhuRUM4d0RLaWFtTUVXdWpxakRjOEQ0S05hem5QR2V3NnNXazk0TkJUVFZBMlB2aF9nTEhmWHBvRzd0Y3JjVnczMEY1VWJCU3E2VE9nSGhSZURSRm1YY2YwVnJMd0ltOHhhNGEySHpBRU5LRmZ6RndJTEFrWEZUUVJnRUNuWkFDc3JXbUpTYVg2b2tNd1ZkRkgtaFJiQVdGU2RuLXV2eUVZOTFzZk1ES2lfRll3NXQ2Q1UtRkRJb2JfT05XbE9BMEtMYVhNVG5qZzNQR1p4dFJNejctRll2STBfS1I4R2ttUndPYkc3bjVzemMweFo3NG91Mld6emVrc2FGdkNHQjNESFVKbWMxMExUd0RlcXZGZk9zelI0Q0tZTEtucjdxRElsOWxCVG5vOHAzdjhtbEdwUkJBamZ2d3RFNW1TeEFGaTZOMHE0Rkt3cGs3dmk2TEZzYUpoUUY2dkxaZ1J2UlRjRUZQVy1ES3g1UkxlcDJpYXpqb040Wm9XMWFyYW9MLXJzWmphWFBfUERWTHFOUXBtdU82TW9haHpnRXp5TkpibUluWHNPdnhjQnhtZWgSF25qZmtaOWVXTU5hczVOb1B3UFNENkE0GiJBQ0RYTDRuSmliWkRaVjFpUHRjQVBoMTcxN29CR3Ixd0lR&fcv=3&vet=12ahUKEwjX3cqNoaiMAxVWFlkFHUD6AO0Qw40IegQICxAB..i&ei=njfkZ9eWMNas5NoPwPSD6A4&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DZ9GGAmMRGve5B8plAAAAAA%3D%3D&vssid=jobs-detail-viewer
Space and Ground Systems Professional,Northrop Grumman,"Redondo Beach, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZUVxY1d0S25sdnF1VzlwY2c0SG9mRkJTbm5XRHlZMEhtSW5SaVBpWWRDRndrOVRPYlJ0cVQtYzdGRm1kRHItWng4V3FiaURGMVZmZ19vN04wNmtnUndsaVRSY1IyMkxqaXItQ0pIMWE4eGExQWZaRlJ3Qnk4NEI1UDFHRW0tcEVVRmU4VTdueUdnUzNjbklMUWFMMG5iTDJtVTZjOE5tWG9tRkpKeDh1WjhUcUVZaElaQ3JYRGh4dTBwYzhoOEltVGlEWnlxWTlfRlVINV9iNFQwSU1Yc2VXOFpLX2xpSzdsUEI5SnZRS3c4ZjQyUnhvMVVPc041YS02b1NTbnR5THJOZjNic2hYLTJCYnVmckVmVGgzMDh5T29NT0VyLVcwc3AwbnZGNGdpZEFqZXQxdV92SzZqMjlaNmVtaTQ5S1BqWXducHd5UWJLVTR3aGlYelExd0ZEdEZWU29YX2lQZTlDYl9ja0VVckI3bFBkclN6QXgxTFdGZ2dKa09xeUZlRVFsV0xsbUdLQ2NhbzdieVl6RG8zRjU3d0Nud2cxNHZoTlZxdTZ6N1dfeUs2b1VpekJYOHFsY0FHUVFucmF3X25oaGhkU2VoQWVramN3NTBHUjhXeEdRUkd6YmFQUmk2YWowWmpqSktRTl9BWVY2YnNxVV9LWE1hS01IdnpyMi0wQVhnOUUSF29qZmtaNnJuSHBpZjVOb1BydW1taUFjGiJBQ0RYTDRtY29IQW51R1ZhUGtzamZEZGNOaFpMMjU1c1dn&fcv=3&vet=12ahUKEwiqwK2PoaiMAxWYD1kFHa60CXEQw40IegQICxAB..i&ei=ojfkZ6rnHpif5NoPrummiAc&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DjyIPDYPzPRveuqdxAAAAAA%3D%3D&vssid=jobs-detail-viewer
Structural Analysis Engineer (Aerospace/Materials),Latitude Inc,"Cockeysville, MD (+1 other)",https://www.google.com/search?q=Latitude+Aerospace+jobs&udm=8#vhid=vt%3D20/docid%3DECIN_7fjhhGJSUKIAAAAAA%3D%3D&vssid=jobs-detail-viewer
Aerospace Materials Design Engineer,latitude,"Cockeysville, MD",https://www.google.com/search?q=Latitude+Aerospace+jobs&udm=8#vhid=vt%3D20/docid%3DYmN1LtUmWMKzWaqQAAAAAA%3D%3D&vssid=jobs-detail-viewer
Postdoc: Chip-Scale Photonics for Space Telescope Metrology Lasers,JPL/NASA,"Pasadena, CA",https://www.google.com/search?fc=EuIECqIEQUEtS1RoZnV5T29UajRDUVJ4ZXFQMmE2dWVWQll3R1N3TkcwejBVYVNvNkh0UlFPeHl1WEs5TWZKekk1TnN2TS1KX3k3el9NSVFWeFg2QVVLMkpBQjA3SmFtU2V0QVdNNGplSWlZWWtqd1YtZzU1WkgzRmJrVVcycUVxUU5wcGk4SGV6REhjeFRkelJDc0VoNzVEVGJFaUdLOFhqUWdiNmhFLW81eUNxRUlGODlULTdqcEpObWxrc3RwWWI3Z2JxRF9weFdHVEtYa1diY0VVLUxWN0ZEWHlOR2lZaVZabWhCOGk1RlV0NEJmc2JUejJ4ZUNwa28tckVBYk9XSlZ4U0EwYmRkZGVXdTM0YnM3bnhmM25zSnREQVJJVEVaSEVDaTM5MG9rMzlZcWhzbElwRFRrWEFCbzFLZTJ2R245RWpXMEVTTTJOQ3Z1ZTRCTDkwUHl3WlpDMHZfWm5scmh4NklES1F0ckRGbG5pMmRpc0N6MkdUVFlmQzd4YS03V3NncWRkNGVBanZLR0pVVlRRUTJoY3VrU0hKRjRSWUpPQmF1WU5oZnZBN2tEQTU4T0E3WTM1aUJjSlRVSjM4WG1pcGVGSTQ4bjltYWQtREpObzBBR2dVNElCNUVCT1JabUtaaGhKbHhtWE82T0NEa2hNWmRja1Z3ZjBkZkNTQWFaVk5UeHlQR3JRWm5NTGU1eVV0ZFVmLTE5Ym5NSHZvQTNNaHpnEhdxRGZrWjlYRU5PU2o1Tm9QcWZLZDJBaxoiQUNEWEw0bE0tUmZkWnplZ2loSTMwOV8zeGJqMnpsTThrUQ&fcv=3&vet=12ahUKEwjVuLGSoaiMAxXkEVkFHSl5B5sQw40IegQIDBAB..i&ei=qDfkZ9XENOSj5NoPqfKd2Ak&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DDbb3P3gOlCYcV51lAAAAAA%3D%3D&vssid=jobs-detail-viewer
Postdoc: Pulsar/FRB Astrophysics,JPL/NASA,"Pasadena, CA",https://www.google.com/search?fc=EuIECqIEQUEtS1RoZnV5T29UajRDUVJ4ZXFQMmE2dWVWQll3R1N3TkcwejBVYVNvNkh0UlFPeHl1WEs5TWZKekk1TnN2TS1KX3k3el9NSVFWeFg2QVVLMkpBQjA3SmFtU2V0QVdNNGplSWlZWWtqd1YtZzU1WkgzRmJrVVcycUVxUU5wcGk4SGV6REhjeFRkelJDc0VoNzVEVGJFaUdLOFhqUWdiNmhFLW81eUNxRUlGODlULTdqcEpObWxrc3RwWWI3Z2JxRF9weFdHVEtYa1diY0VVLUxWN0ZEWHlOR2lZaVZabWhCOGk1RlV0NEJmc2JUejJ4ZUNwa28tckVBYk9XSlZ4U0EwYmRkZGVXdTM0YnM3bnhmM25zSnREQVJJVEVaSEVDaTM5MG9rMzlZcWhzbElwRFRrWEFCbzFLZTJ2R245RWpXMEVTTTJOQ3Z1ZTRCTDkwUHl3WlpDMHZfWm5scmh4NklES1F0ckRGbG5pMmRpc0N6MkdUVFlmQzd4YS03V3NncWRkNGVBanZLR0pVVlRRUTJoY3VrU0hKRjRSWUpPQmF1WU5oZnZBN2tEQTU4T0E3WTM1aUJjSlRVSjM4WG1pcGVGSTQ4bjltYWQtREpObzBBR2dVNElCNUVCT1JabUtaaGhKbHhtWE82T0NEa2hNWmRja1Z3ZjBkZkNTQWFaVk5UeHlQR3JRWm5NTGU1eVV0ZFVmLTE5Ym5NSHZvQTNNaHpnEhdxRGZrWjlYRU5PU2o1Tm9QcWZLZDJBaxoiQUNEWEw0bE0tUmZkWnplZ2loSTMwOV8zeGJqMnpsTThrUQ&fcv=3&vet=12ahUKEwjVuLGSoaiMAxXkEVkFHSl5B5sQw40IegQIDBAB..i&ei=qDfkZ9XENOSj5NoPqfKd2Ak&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DUk3-0OfOMXzAY0rVAAAAAA%3D%3D&vssid=jobs-detail-viewer
"Firefighter/EMT at NASA Jet Propulsion Laboratory in Pasadena, CA",Fiore Industries Inc.,"Pasadena, CA",https://www.google.com/search?fc=EuIECqIEQUEtS1RoZUFPSEdlb3ZUM3paVzdRb3R6c0VMd0JqUWlEeFdwWTlFWU9qMHZzMEo2SjdOS2ZBTGkwT3hEUnR0Rlk2RVUwZXVHcFRWdF8zeU1MVnN4OVhPWmpLQUVXOXhDc1ZNQWh1RjJvWHBBakdhVFlNMmdzcGZrX1lmRnR2ZWZoblpjUGcxdW10dllha1gxdXZKMEdHSlRRM014MjQtNEpvcE1VdjQxWXpKWm5pUHRhbHpsVFlyb3d2TWVWVVR5eDRjUjZLc05YbDdMWXpZQmU3aUtWOGN2cE1oNURWNEpUa0VjTTg5N01kUUw4WDA1N1F0eDlrdElkNzg1VnB2TU53MXNoamZzOGVlNEViT3pNZk1tZDhwbExqdFV1SkRJbzE1amhqZEtnUWp4dVFNMldvdXBlbnNlOWdYQ3BCeC1WOG8zUEQ0d2xEUWh2VmE0MDFITkZuNGdONEV1a1hSc082bkQ3dVh5bnlIamMtWDVHckdxa3FuZ3JtemxOUzZvQ2VZX3gzVVQwX2tsb2k2UndIaHBmVGZUcEFfZHZrT0Q4NzVDV2tkTnRhU2NQS05HQjZHRGJ3LUVKMUhPWlVSZG0wOVRfNU1lOHgzZTllbHNjeVRaakp2RFdsc2JDUWtXZ1lHb1ZNZHdCSTNZa3FFbnpCdDJNYV9FdkFoTUhWZ3RCQ2xjMWUtQWxXeEtvZHM5WFgyR2FEcEJTLV9ybHJ1ZzV3EhdyamZrWjVtcENZV2c1Tm9QMFBLbHVBcxoiQUNEWEw0a2sxdzdjcGMtSllqTE82dUpZMUtFckEwOGtqdw&fcv=3&vet=12ahUKEwiZuPSUoaiMAxUFEFkFHVB5CbcQw40IegQIDBAB..i&ei=rjfkZ5mpCYWg5NoP0PKluAs&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DdlyN4rk4dnCwucCiAAAAAA%3D%3D&vssid=jobs-detail-viewer
Engineering Graduate Program at JPL,JPL,"Pasadena, CA",https://www.google.com/search?fc=EuIECqIEQUEtS1RoY3hwSFpyV2d5YS1DSTF1X28xZVhMSWZpeFFOWU90R2VkSkl4RjZ0bnF4RXU2LVhKSDlaanNlQV9mR1liZzN6VzdlWVNRZ0NLUC1saHgwYkMtbVRJN0tZa2JqV2JtWW9NU1ptdVRfOEpBY2ctU29kTnZWY0h4eWZaVUVIWTRscHVvUi1ZaTBmTDFVY3dzcUJCZ0V3ZklWWnZVNXlyUnVrenpRZUozX0hHMGpYY1pIQ0VIdzZVaTJRMHVZdWJwbVQ3Nnl5RTYydFJnMURmZUJyMXFSa2t5LTQwVlh4SXNiNVlNaUFuelJIejRwakJpZlNVcUU4d2Y4ZWpqWXRZRHAzbjlsd29PT1pvM1BUZ0xDaDN5ZW9jX0NVRmhiTXZ3S0ZMS182SUc1ZVBVdzFPTXZoVEh5NGhsOTc0VXRudHRSaUtITHZuV0pCSkV4Y2oyUUY4S2Q4T2d6Z1BESTFPX21pTzBvRkVVRUpFV21jTUc2S2tBOEtURmZMWHdhNG9OU3RIemhaNzVlSG1QWlZrWTV2ZzNZc2ZOSXBmMnEyR29MSC1RbmhaRTlacFZ2Wk9pT3p6eE5QMUFkQ3c5UGpQUGt3eVhWdlpDbVA3YUlvTVlnU2lRZXpDNGFQazFfWlNiS2JyeUlvR1ZDZzNsSFdaSWlfNnVQVThoWWhKamlOUndXRlhSN2hCMnNuOWxycEhydms2YlYyUnduUzNVQXp3EhdzRGZrWl9YUkd2U3Q1Tm9QaDQtUjRBWRoiQUNEWEw0bTI0ZFVkck15ejVqZXgtbTlGSTJmRktSVW1fdw&fcv=3&vet=12ahUKEwj16f-VoaiMAxX0FlkFHYdHBGwQw40IegQICxAB..i&ei=sDfkZ_XRGvSt5NoPh4-R4AY&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DDAvI4lWA411tL5uyAAAAAA%3D%3D&vssid=jobs-detail-viewer
Test and Integration Engineer,Loft Orbital,"Golden, CO",https://www.google.com/search?fc=ErYDCvcCQUEtS1RoZmtVMVRWX1JUUGh3SDhvMFdETmJjVzNRZFVjUFB0bmNOTnNaNmNoaU5Gamt3bnpMM2dXakZuLWRSMzJLRDBLdHpsX200bi1XOXpFUTZBa2g5ZkFzQWRnMWlmUm55UUdYb1AxVmcxdVNpNnRSU0dEUUczNFJpdmJ4MmF3dUlaa3BIZlhJTHlGNVhkT2VEYjJPVU8yS1YzSFR2clNmcXV2Q29MenU0T3NKSVlzc2Y3eVlwVFU1MDJJdDdFU2h3SFoyX1NSS0tEeDNuN05IOXg4dGROS1BraGMzSHQ3Q294U1IwZWdLd2VlakhGNzR2Q0ZNUTNlRU03bjJ1M0M5YVlaYnAycjdPREFxdmFhRWpQOVJmaXcyZGp6dmtyM1I3R0g4VC1WRm1LTWp1NkRqWmRUQ3NyU29TemdDSlhBV1JGdHUzdEJvX1NHazllZU1EYms1UGVvRDQtOS1Bd19oWVN3c3ViZHd0d3pta1hXMWttVHJ3EhZ0emZrWjhubVBOeWY1Tm9Qd2RybUtBGiJBQ0RYTDRrOFVpZE8xV0tZMFRwWVJSeVBQR0lpMWVDVm9n&fcv=3&vet=12ahUKEwiJns2ZoaiMAxXcD1kFHUGtGQUQw40IegQICxAB..i&ei=tzfkZ8nmPNyf5NoPwdrmKA&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DqdtMxAGyDDB2_M9zAAAAAA%3D%3D&vssid=jobs-detail-viewer
Space Systems Engineer,Lunar Outpost,"Arvada, CO",https://www.google.com/search?fc=EuIDCqIDQUEtS1RoZDdzVlh2VnZ3QlA0dGZ3ZFEtVTI3cFdZYmQ0R0RpVGtNbURSLUJiWTJ4VzhEX0xhUFVWODJzbUNza1VMRnNXVFNEbFg0eEZpT3FCbWc4dXRZZHN0M0RLZlB2NWw4ZzBBM09tTFdIZi1GRGtKbzZseEhjZTZFVWRrZDBIa1pITGIxQ2VSTUExM1RFVW5PdEg0RjBBTHdkeVZWNDIyWU5waWd5TGZtaUlhUjliRW5fcVNFUkZYLS1qTjlUZWdKUDkxUE13eEJHS0FwdXByRk1vVHVsQ0lBZXgxbV9uSU8tb3BsUWFyOWNDYjc1Rl8zLXYwdnV5SVI1anNBNkt4SGVRNURHOUFBWkI0U1ZfUGZRZHNJRHhKVzU2TnZoa1ZHMGI3RGhjTFc3eElNa1FGTmRVVkxZZVZOSnJGYlhmTktlUVFVcWZ0VFhsZDFQbzhFNldJUmtXOHYtS1FIOWVqaFdaUVJzSzVmeE1iV05mS25BTEVSR1o4S2o2OGllOEhRZFdRWEUwY3NCZFNnSkZhaUFfVUtVSkt0QkFDY3VVURIXdFRma1o4blZETDNjcHRRUHRJdjM4UXMaIkFDRFhMNGtvdVdkZmN1R1R4cGxFaWdOS2F1M3gxRWgzcHc&fcv=3&vet=12ahUKEwiJhKOYoaiMAxU9rokEHbTFPb4Qw40IegQIIBAN..i&ei=tTfkZ8nVDL3cptQPtIv38Qs&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DeWwduJkC4cj0GXmAAAAAAA%3D%3D&vssid=jobs-detail-viewer
Spacecraft Thermal Engineer,Muon Space,California,https://www.google.com/search?q=Muon+Space+jobs&udm=8#vhid=vt%3D20/docid%3DofrnNI1o0SmlDk9pAAAAAA%3D%3D&vssid=jobs-detail-viewer
Spacecraft Structures Analyst,Muon Space,"Mountain View, CA",https://www.google.com/search?fc=EssECowEQUEtS1RoY2ZVeFYxUmIxZ3Bzd0ZyWkw0aksxUXM5TjNqSjcxUVl3bF9mZDM1WHdBSklPRTJMajNpZVFzMkpQNi04V19UT1dlLTJIUUppSUgtanRHVzhjRHNtbWF4UXZFMzZicnNMSHhfUzhkU2lraXkyU1JxdmJxWFRsX1hzZmhYQUpfcUZaSTVIdFhnNjVxaHUzX0N3WmJnU0FVZ2NjZHRrZ29VZ1hzSmVZUXdETEhQbFZIS1FBeW1KWGdkeXFsWlMwWmJGU3ctOWdSQWRUODFnc1ljRUFwTmhvay1VLW55YnB0MUR6ZHplQWltTGJqcWNuLW9uYnl1WVZaVkg4TTRCMERGY0VjcmtYdzVxSVhWN0p5Q2ZfSjlKWmZBTlMxTnVJWkdlY1ViSFBYWkx3M2x5UEd2OTFZU2VaVk5ncEo0V0d3blktYURHcXpNZENyUHI4VmdVQUJqQ1NkX0x1Ny1iZjg2VUxpcjdNWHExWnpiVzR2blRaM3dLaGJsNVU4czEyTXlTNlFNekZTOEVsWmNqbmZ4djRTY1B1eFM3RkdRaVhzUE1ycVhzWGFMemtkdDAzZHJMZVN6ZkFiOUExREVUSktkTTdIZzhyY3JUSzJHbFRzSkZhWWItNGhzclYxQUdhLVp2RXAxXzJESC02TF8xbE5KZG4zWEdNUUxSTERjRnl0c2hFdUpFU08SFnd6ZmtaOERKSjZEOHB0UVBpcVB1VVEaIkFDRFhMNG1uYTUxSDg0U0pjbklIRUdpUGFJeDdOajd2bnc&fcv=3&vet=12ahUKEwiAt5SfoaiMAxUgvokEHYqROwoQw40IegQIHBAN..i&ei=wzfkZ8DJJ6D8ptQPiqPuUQ&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DoNzt-t-Q6buTps4_AAAAAA%3D%3D&vssid=jobs-detail-viewer
Accounting Professional - Space Industry,Muon Space,"Mountain View, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZjBZVnZMS0l6N3VEVW90cGlTTXV4eUE0TElaMUl2NldNNFB3WG5UOEVOdFMwMnhVTGJrS1BpV2Q1RUZjLW94MktmWEtpWEczZGtDc0tuMWI0eVNYWTYwY3dESWc4YXFrQ2JTT1JnY3J2UHptNzNEYUhCTHNHZ2xvTUk5d01Qa25JOWl1TmlvRzY3MElhM2JjYXRicGVTSEJZb3Zvb1FzWGZGa3kwSTdkbjZpMVNFcU9MYjVjakFFOFI5Vm1zN3NBdkRkQUphRWtvY0Z6S1ZZTVZYbmN5c2N6STJhU3ltV0JLV0s1UG5LRElrRzBEUW1CdEwtYTU4RnRTTDhVaHlPeE5GcUowbTdWc18zTENmY2QxRUVDeXA0b1dIa2x2dkFhZEo2TzR2YXpUYVREdlJNVkU5UTR1V2RkMEVjQWRuV1V4aFdpT1pXX2ltdVVBLU1mOTB0VFBpc2NoZ1VqNThJUkJna0RsNlZ1YW5fTjVHVGR2WmhybmcxREpLOFZlVUF2aUUxc2dsZ2p2VmQ5MWU5a1Y4TmxhbktLemtyODIwQ2NtNU1ILUtIdTZNbEZQaWZMTGNyMl9pZTQtc1I5M29PRkczdnpmbm1wUjRwb0FsR3FGbkVMOFZYLURMN3pla0FuWk5fRmpOM29MLUZMa3RvNmNSbVpvMWk0eEhFWFZtRnBXUmR6REUSFzFqZmtaOUtvTzd5ZTVOb1B4dW5Dd0FVGiJBQ0RYTDRsdkcyX1h4WjZTckJzaEFndVJhQzJuZ0phN1lR&fcv=3&vet=12ahUKEwjS66-ooaiMAxU8D1kFHca0EFgQw40IegQICxAB..i&ei=1jfkZ9KoO7ye5NoPxunCwAU&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DIoX6v2jDx_78xnSFAAAAAA%3D%3D&vssid=jobs-detail-viewer
Spacecraft Thermal Engineer,Muon Space,"Mountain View, CA",https://www.google.com/search?fc=EswECowEQUEtS1RoZm1xSG5abGl5VnhSVWs3WFpjSUREa3RocFlRVG5FOHZGcFRxZjlhLUFQTGw5UnBzUlRzOExpZ1hKLWZDa0xrR2FKSk1IX1FhMmVIZlRBN0hTQldUanNuUXlXQWIzUzJ1eFZOSGtNZjJtQ3dqY2oxSWVzeW02RGlfbWJZS3k0Y0RYSVpUZmw0YXFsZjRPekVKTjd6RUVST21yekxhSmN3RnFyc096dlZkdllzeW9RQU9pbDJGM3VuQW04bTlVbmhodVFxSzVQWU1INTZNOFIxYXg4NGFGd3JwcFA2LURiZTB2dDRPWXdiSXBpWHVLQy1NYlFhNmxoT2ladDZwLXZlLWpnaFdfbHN6eVJfajVpMXNsQUJBN0lJd2NfaHc0UHozbDluM3o4WGpWQUdPUzRPVWZGazNRUVZtRlEwVUZwSmV0QnBIbVVFaDRGMVJ6ZVE0aEl6aDRnYmdEZEdlRWZBVmFhX0Z3THlGYV8xc0Q1VjYtcXlNc090WGJOUEpYZ19lRzNudDFYQmNxTm54QVVwZU9ZZmhFb3J0Y04xSndjRWJyWFg5RlNsdWRzOHViaGt0VEdOOUtyNmZDQ1JxaWx4MWdFb2tTLUJyXzFEekdnWmtTWnVuVWJuSWtRNFJmVVZwU1NNUVh6LTRNTThVeDRlaVJxOFJVZjRCcERNWkJkd2hEWnBhb3cSFzJ6ZmtaLURHRllXajVOb1B4ZnVrNFEwGiJBQ0RYTDRuQWFOSjl1TFVMNWo5MDRUZ3k0OVlTcGJzMnJR&fcv=3&vet=12ahUKEwigoLuqoaiMAxWFEVkFHcU9KdwQw40IegQIAhAB..i&ei=2zfkZ-DGFYWj5NoPxfuk4Q0&opi=89978449&udm=8&cs=0&q#vhid=vt%3D20/docid%3DLsJzyGt5DRKxLzCxAAAAAA%3D%3D&vssid=jobs-detail-viewer
